Provincia de Córdoba según Municipios/Comunas. Indicadores seleccionados. Año 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departamento,Municipio o Comuna,Hogares,contexto22,contexto14,contexto16,contexto17,Población total,contexto01,% Población 15 a 64 años,% Población 15 a 64 años ocupada,Población 15 a 64 años ocupada que es asalariada,% Población 15 a 64 años asalariada sin descuento jubilatorio,contexto08,contexto06,% Población de 25 a 64 años,contexto10,contexto11,% Población de 18 a 64 años,contexto12,contexto15,contexto13,% Población con dificultad o limitación visual,% Población con dificultad o limitación auditiva,% Población con dificultad o limitación motora inferior,% Población con dificultad o limitación motora superior,% Población con dificultad o limitación cognitiva,% Población con dos o más dificultades o limitaciones,% Población según tipo de dificultad o limitación para ver,% Población con al menos una dificultad o limitación para oír,% Población con al menos una dificultad o limitación para caminar o subir,% Población con al menos una dificultad o limitación para agarrar objetos,% Población con al menos una dificultad o limitación para entender y/o aprender,% Población en asentamientos informales,contexto21,,
GENERAL ROCA, NICOLAS BRUZZONE,65,6.2,10.8,1.5,4.6,214,88.9,60.7,62.3,93.8,40.8,0.0,57.9,45.3,18.6,8.4,55.6,36.0,0.5,15.9,6.1,1.4,1.9,0.0,0.9,5.6,11.2,3.3,5.1,0.9,0.9,-,.,,
GENERAL ROCA, ONAGOITY,23,8.7,17.4,4.3,0.0,63,58.8,58.7,62.2,117.4,37.0,0.0,85.7,46.0,17.2,23.8,52.4,23.8,0.0,6.3,1.6,1.6,0.0,0.0,0.0,3.2,3.2,4.8,1.6,0.0,0.0,-,.,,
GENERAL ROCA, PINCEN,87,9.2,17.2,2.3,0.0,254,215.1,63.8,70.4,100.0,43.0,1.7,63.0,48.4,35.0,9.8,59.4,30.7,2.0,6.3,3.1,0.0,1.6,0.4,0.4,0.8,3.5,0.0,2.4,0.8,0.8,-,.,,
GENERAL ROCA, RANQUELES,17,17.6,0.0,0.0,0.0,67,181.2,68.7,54.3,104.0,61.5,0.0,65.7,37.3,28.0,7.5,50.7,41.8,1.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,-,.,,
GENERAL ROCA, VILLA SARMIENTO (G. R.),120,1.7,16.7,1.7,10.0,373,8.1,59.8,63.2,39.7,32.1,7.2,39.9,47.5,13.6,5.6,55.5,38.9,0.0,9.1,4.8,0.3,1.1,0.3,0.8,1.9,6.4,1.1,2.4,1.1,2.1,-,.,,
GRAL.SAN MARTIN, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,855",2.4,4.7,2.9,3.9,"6,483",-,64.7,72.7,90.5,58.0,1.2,54.6,45.4,20.2,4.2,59.2,36.6,0.8,6.4,3.3,0.3,1.0,0.2,0.5,1.1,4.0,0.7,1.7,0.6,0.9,-,.,,
GRAL.SAN MARTIN, ARROYO ALGODON,229,9.6,18.3,0.4,2.2,692,681.8,63.6,68.0,81.3,48.6,4.2,68.5,42.9,30.0,13.0,58.5,28.5,0.1,15.9,6.8,0.6,3.3,0.0,0.9,4.3,10.1,2.0,6.5,1.6,1.6,-,.,,
GRAL.SAN MARTIN, ARROYO CABRAL,978,12.1,12.8,0.3,0.3,"2,793",1024.8,66.2,70.7,83.6,36.6,3.5,79.1,49.9,43.0,14.6,61.4,24.0,0.6,11.6,4.3,0.7,2.5,0.3,0.5,3.3,6.6,2.0,5.0,1.6,1.2,-,.,,
GRAL.SAN MARTIN, AUSONIA,340,10.0,15.0,0.3,2.9,"1,133",497.7,58.7,62.6,75.2,39.6,4.6,61.3,43.7,29.9,12.2,52.7,35.1,0.6,9.7,3.5,0.9,1.9,0.2,0.5,2.7,5.3,1.9,3.8,1.3,1.5,-,.,,
GRAL.SAN MARTIN, CHAZON,357,12.0,12.3,0.6,2.5,"1,080",627.2,60.8,70.0,73.3,36.8,3.2,76.9,46.2,43.9,15.3,55.9,28.8,0.6,7.2,2.6,0.5,1.5,0.2,0.6,1.9,3.8,0.9,3.1,1.2,1.2,-,.,,
GRAL.SAN MARTIN, ETRURIA,"1,413",13.2,12.9,0.5,2.0,"4,130",1356.6,62.8,71.5,72.7,37.9,2.6,74.9,47.2,40.6,14.1,58.1,27.8,1.5,9.0,3.6,0.8,1.5,0.3,0.3,2.5,5.4,1.8,3.4,1.2,0.9,-,.,,
GRAL.SAN MARTIN, LA LAGUNA,512,12.9,11.3,0.6,1.4,"1,524",897.1,60.5,69.4,77.7,28.6,3.5,77.5,46.8,34.2,13.4,55.5,31.1,0.9,9.8,4.8,0.4,1.9,0.3,0.2,2.2,6.4,1.4,3.5,1.0,0.9,-,.,,
GRAL.SAN MARTIN, LA PALESTINA,175,13.1,9.7,0.0,0.6,502,385.2,61.8,62.3,70.5,43.4,4.0,71.3,44.6,29.0,15.9,55.2,28.9,0.2,4.6,1.6,0.4,1.2,0.4,0.0,1.0,2.0,0.8,2.2,0.8,0.2,-,.,,
GRAL.SAN MARTIN, LA PLAYOSA,900,9.8,14.9,0.3,2.8,"2,757",1041.3,61.5,72.6,93.5,56.9,3.3,69.0,45.8,39.6,13.8,56.3,29.9,0.6,10.2,3.6,0.7,2.1,0.2,0.5,3.0,5.8,1.6,4.4,1.5,1.3,-,.,,
GRAL.SAN MARTIN, LUCA,176,9.7,14.8,0.6,2.8,563,566.7,60.6,66.3,76.5,31.8,4.2,74.8,44.0,24.2,11.5,55.8,32.7,0.4,20.2,10.1,0.5,2.7,0.7,1.1,5.2,14.0,2.8,6.7,2.5,2.1,-,.,,
GRAL.SAN MARTIN, PASCO,390,10.5,12.3,0.3,1.3,"1,201",434.8,63.4,72.3,76.0,23.7,2.7,83.3,47.1,36.6,15.9,58.3,25.8,0.2,9.2,2.9,0.7,1.9,0.5,0.3,2.8,5.1,1.9,4.0,2.2,0.9,-,.,,
GRAL.SAN MARTIN, SILVIO PELLICO,137,12.4,7.3,0.7,0.7,405,517.9,62.2,71.0,84.4,49.0,1.1,79.8,47.4,40.1,16.3,56.5,27.2,0.0,13.8,4.2,1.0,3.2,1.0,0.2,4.2,7.2,2.5,7.2,3.2,0.7,-,.,,
GRAL.SAN MARTIN, TICINO,709,9.3,12.6,0.7,4.5,"2,207",543.3,62.7,74.3,76.0,23.5,2.8,80.5,45.9,36.6,10.9,57.4,31.7,0.5,5.9,1.9,0.3,1.3,0.3,0.4,1.8,3.1,1.1,2.5,1.1,0.6,-,.,,
GRAL.SAN MARTIN, TIO PUJIO,876,10.2,13.6,0.5,4.1,"2,676",935.4,63.0,66.3,86.1,43.6,4.0,71.7,46.7,36.1,12.3,56.9,30.8,0.4,15.2,5.6,1.0,2.6,0.7,0.7,4.6,9.2,2.7,6.2,2.9,1.9,-,.,,
GRAL.SAN MARTIN, VILLA MARIA,"27,001",9.3,14.8,1.2,2.4,"79,946",916.6,65.0,74.1,65.4,36.1,4.2,73.5,49.0,56.0,12.4,60.4,27.2,1.1,11.4,4.8,0.7,1.7,0.4,0.5,3.4,7.3,1.9,4.3,1.9,1.3,-,.,,
GRAL.SAN MARTIN, VILLA NUEVA,"5,823",7.2,16.5,0.5,3.9,"19,362",764.2,63.5,70.4,72.3,39.7,4.7,68.7,47.4,42.7,9.2,58.4,32.4,1.1,11.0,4.1,0.7,1.7,0.3,0.6,3.5,6.7,2.0,4.4,1.8,1.5,-,.,,
ISCHILIN, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,753,12.5,12.6,0.7,5.0,"2,328",-,60.1,52.9,62.0,42.8,7.4,47.8,45.6,16.4,15.5,54.8,29.7,0.4,20.3,7.8,1.1,2.0,0.4,1.3,7.8,14.0,4.9,8.0,4.0,3.1,-,.,,
ISCHILIN, DEAN FUNES,"6,001",7.6,23.3,0.6,4.1,"21,518",1286.7,61.2,60.7,75.4,34.9,6.3,59.8,44.1,47.3,11.3,55.4,33.3,0.3,15.1,6.3,0.8,2.0,0.3,0.6,5.1,10.3,2.8,6.1,2.5,2.0,-,.,,
ISCHILIN, QUILINO,"1,387",8.8,19.6,0.7,6.6,"5,262",341.7,57.2,53.6,66.6,41.3,5.5,48.9,40.0,30.9,10.4,51.0,38.7,0.3,15.9,7.4,0.9,1.9,0.3,0.8,4.6,11.3,2.7,5.3,1.9,1.9,-,.,,
ISCHILIN, AVELLANEDA,99,10.1,17.2,0.0,6.1,323,297.4,57.6,56.5,84.8,27.0,8.7,68.1,43.7,19.9,14.2,52.6,33.1,0.3,18.3,7.4,1.5,2.5,0.0,0.3,6.5,12.4,4.6,7.1,2.5,2.2,-,.,,
ISCHILIN, CAÑADA DE RIO PINTO,73,19.2,16.4,1.4,2.7,193,50.4,61.7,37.8,80.0,50.0,4.3,51.3,43.0,22.9,19.2,52.3,28.5,1.0,25.4,14.5,0.5,1.6,1.0,0.0,7.8,21.2,3.6,6.7,4.1,0.5,-,.,,
ISCHILIN, CHUÑA,151,10.6,28.5,0.7,13.2,563,482.3,53.8,42.9,83.8,41.3,5.8,38.5,36.4,10.2,13.7,48.0,38.4,0.0,22.9,8.3,1.1,3.0,0.2,1.2,9.1,15.3,5.0,10.1,3.4,3.2,-,.,,
ISCHILIN, COPACABANA,18,5.6,33.3,0.0,11.1,74,54.3,55.4,36.6,73.3,36.4,6.3,31.1,36.5,7.4,2.7,47.3,50.0,1.4,9.5,8.1,0.0,1.4,0.0,0.0,0.0,8.1,0.0,1.4,0.0,0.0,-,.,,
ISCHILIN, LOS POZOS,14,0.0,7.1,0.0,0.0,95,46.6,70.5,34.3,78.3,61.1,0.0,48.4,49.5,17.0,10.5,63.2,26.3,1.1,15.8,10.5,1.1,1.1,0.0,0.0,3.2,13.7,2.1,2.1,1.1,0.0,-,.,,
ISCHILIN, OLIVARES DE SAN NICOLAS,149,1.3,20.8,0.7,7.4,615,65.6,58.5,39.7,76.2,36.7,11.7,34.8,40.5,8.0,7.3,52.0,40.7,0.0,12.5,5.5,0.8,2.1,0.5,0.5,3.1,7.3,2.3,4.4,1.8,1.1,-,.,,
ISCHILIN, VILLA GUTIERREZ,89,10.1,11.2,1.1,13.5,341,92.0,61.9,50.2,90.6,43.8,16.5,51.9,41.9,24.5,10.9,56.6,32.6,0.9,19.6,6.7,0.3,3.8,0.3,0.9,7.6,12.0,3.2,10.0,4.1,3.5,-,.,,
JUAREZ CELMAN, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,363",3.4,5.5,5.2,2.1,"4,127",-,67.0,72.2,75.4,38.7,1.3,71.3,50.9,24.7,6.5,62.8,30.7,1.2,7.2,3.9,0.4,0.9,0.3,0.2,1.6,5.0,1.0,2.0,0.9,0.9,-,.,,
JUAREZ CELMAN, ALEJANDRO ROCA,"1,741",9.1,13.3,0.2,2.4,"5,394",256.5,62.1,70.5,72.4,37.2,2.8,68.5,46.6,39.9,12.7,57.1,30.2,0.5,11.2,4.3,0.6,1.8,0.2,0.5,3.7,7.1,2.3,5.0,2.4,2.1,-,.,,
JUAREZ CELMAN, BENGOLEA,304,12.5,13.8,0.3,2.3,917,612.3,62.2,67.4,77.3,48.5,3.0,66.4,44.7,32.0,14.1,57.3,28.7,0.4,12.5,4.9,1.7,3.5,0.2,0.1,2.1,6.2,2.6,5.5,0.9,0.5,-,.,,
JUAREZ CELMAN, CARNERILLO,627,8.6,15.5,0.3,1.4,"1,928",854.2,64.5,68.9,72.7,36.0,2.8,68.5,47.8,33.9,13.4,59.1,27.5,0.7,8.7,2.1,1.0,1.7,0.2,0.9,2.9,3.9,2.2,4.1,1.6,1.8,-,.,,
JUAREZ CELMAN, CHARRAS,364,9.1,9.6,0.5,2.5,"1,117",485.8,65.6,64.0,70.4,25.8,4.7,69.8,49.2,27.6,10.2,61.1,28.6,1.1,12.2,4.7,1.3,1.3,0.2,1.3,3.4,6.9,2.6,4.2,1.7,1.7,-,.,,
JUAREZ CELMAN, GENERAL CABRERA,"3,800",9.0,14.2,0.6,2.8,"11,837",1594.8,64.2,70.3,58.8,24.7,4.3,72.1,47.7,34.8,11.7,59.0,29.3,0.8,11.8,4.9,0.7,1.9,0.2,0.8,3.4,7.3,2.0,4.2,1.5,1.8,-,.,,
JUAREZ CELMAN, GENERAL DEHEZA,"3,475",7.2,13.1,0.8,1.9,"11,083",623.6,66.1,71.7,76.1,31.2,4.1,75.0,49.5,43.3,9.3,60.8,29.9,0.9,7.8,2.8,0.7,1.5,0.2,0.6,2.1,4.2,1.4,3.1,1.0,1.3,-,.,,
JUAREZ CELMAN, HUANCHILLA,411,14.4,11.7,0.7,1.2,"1,147",432.5,61.1,71.2,71.7,34.9,2.3,74.2,45.9,36.1,17.0,55.7,27.3,0.9,9.0,3.2,0.8,2.1,0.1,1.0,1.8,4.2,1.0,3.5,1.1,1.9,-,.,,
JUAREZ CELMAN, LA CARLOTA,"4,090",9.6,16.0,0.7,2.2,"12,722",405.7,61.5,69.2,71.7,42.4,4.0,72.7,46.5,46.1,12.6,56.1,31.3,0.5,10.6,3.8,0.6,1.8,0.3,0.6,3.4,5.9,2.0,4.4,2.1,2.0,-,.,,
JUAREZ CELMAN, LOS CISNES,190,11.6,13.7,0.5,6.3,563,534.3,58.6,63.9,77.3,33.1,3.7,67.9,45.8,31.4,13.5,53.8,32.7,0.4,10.8,3.2,0.9,3.0,0.2,0.2,3.4,5.9,2.1,5.0,1.6,0.9,-,.,,
JUAREZ CELMAN, OLAETA,219,10.0,8.7,0.9,0.9,644,261.3,64.1,68.8,72.2,45.4,1.7,72.2,50.9,31.1,11.3,59.6,29.0,0.5,9.2,4.2,0.9,1.6,0.0,0.6,1.9,5.9,1.7,2.8,0.6,0.9,-,.,,
JUAREZ CELMAN, REDUCCION,536,9.1,13.4,0.7,4.1,"1,742",292.6,62.2,62.7,81.7,35.9,5.8,61.5,43.8,20.1,11.3,56.8,32.0,0.3,13.1,6.2,0.7,2.2,0.2,0.5,3.3,8.5,2.0,4.9,1.7,1.8,-,.,,
JUAREZ CELMAN, SANTA EUFEMIA,763,10.9,15.6,0.5,2.5,"2,417",570.2,62.7,67.5,71.9,32.6,3.6,71.7,45.1,39.9,13.0,57.3,29.7,0.8,11.5,5.4,0.9,1.4,0.2,0.4,3.1,7.6,2.3,3.6,1.4,1.1,-,.,,
JUAREZ CELMAN, UCACHA,"1,775",12.3,12.8,0.5,2.0,"5,167",925.5,60.7,71.4,69.6,47.3,3.1,70.0,46.8,40.4,15.6,56.0,28.4,0.4,13.4,6.3,0.9,1.8,0.2,0.4,3.9,9.2,2.7,4.7,1.6,1.5,-,.,,
JUAREZ CELMAN, ASSUNTA,25,4.0,0.0,0.0,4.0,73,97.8,54.8,40.0,100.0,0.0,0.0,79.5,46.6,14.7,11.0,53.4,35.6,0.0,4.1,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,-,.,,
JUAREZ CELMAN, EL RASTREADOR,27,7.4,14.8,0.0,7.4,85,137.3,54.1,58.7,96.3,46.2,0.0,42.4,35.3,16.7,9.4,50.6,40.0,1.2,7.1,2.4,0.0,2.4,0.0,0.0,2.4,3.5,0.0,4.7,2.4,0.0,-,.,,
JUAREZ CELMAN, PACHECO DE MELO,16,0.0,6.3,6.3,0.0,60,178.8,60.0,58.3,76.2,31.3,0.0,73.3,51.7,32.3,5.0,58.3,36.7,0.0,1.7,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,-,.,,
JUAREZ CELMAN, PASO DEL DURAZNO,29,0.0,248.3,113.8,0.0,87,2.0,72.4,77.8,69.4,47.1,0.0,70.1,56.3,38.8,3.4,66.7,29.9,0.0,14.9,8.0,2.3,1.1,0.0,0.0,3.4,11.5,3.4,2.3,2.3,0.0,-,.,,
MARCOS JUAREZ, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,524",4.9,8.7,0.4,1.4,"4,598",-,65.2,66.5,79.6,30.1,1.0,79.5,52.2,26.6,10.2,61.5,28.4,1.1,6.2,2.7,0.5,1.1,0.2,0.4,1.2,3.5,1.0,2.0,0.7,0.8,-,.,,
MARCOS JUAREZ, ALEJO LEDESMA,"1,111",12.7,32.9,1.4,1.2,"3,385",564.7,61.4,64.2,72.4,40.2,3.6,68.9,45.6,43.9,15.7,56.4,27.9,0.3,11.7,5.0,0.6,1.5,0.2,0.8,3.6,7.6,1.9,4.4,1.6,1.7,-,.,,
MARCOS JUAREZ, ARIAS,"2,446",11.1,10.2,0.2,1.3,"7,249",992.1,62.2,67.9,69.4,42.4,3.5,67.8,46.7,42.0,15.6,56.6,27.8,0.8,8.2,3.1,0.6,1.7,0.2,0.4,2.4,4.7,1.5,3.8,1.3,1.1,-,.,,
MARCOS JUAREZ, CAMILO ALDAO,"1,889",14.6,1.1,0.1,1.3,"5,209",867.6,61.9,67.8,67.9,42.3,3.2,71.4,48.4,47.8,18.8,57.7,23.5,0.8,11.3,4.7,0.8,1.8,0.3,0.5,3.3,6.9,2.1,4.2,1.7,1.5,-,.,,
MARCOS JUAREZ, CAPITAN GENERAL BERNARDO O HIGGINS,145,4.8,36.6,0.0,9.7,497,110.0,60.8,64.6,81.0,53.2,2.0,44.5,45.7,25.6,10.7,55.5,33.8,3.4,8.2,3.2,0.8,2.0,0.2,0.4,1.6,3.6,1.4,3.4,1.2,1.6,-,.,,
MARCOS JUAREZ, CAVANAGH,419,13.4,8.6,0.0,0.2,"1,240",586.3,62.6,61.9,72.1,36.1,2.4,65.6,44.1,36.9,16.0,54.2,29.8,0.2,8.8,3.1,0.4,1.7,0.1,0.9,2.7,4.8,1.2,3.9,1.0,1.8,-,.,,
MARCOS JUAREZ, COLONIA ITALIANA,258,6.2,207.8,8.5,1.9,753,222.0,66.4,76.4,75.4,32.6,1.3,76.6,53.9,46.1,9.7,63.1,27.2,0.4,8.4,3.1,0.3,2.0,0.3,0.3,2.5,4.8,1.2,4.0,1.3,1.2,-,.,,
MARCOS JUAREZ, CORRAL DE BUSTOS,"3,719",13.2,10.0,0.2,1.7,"10,426",661.4,63.9,71.7,68.4,36.2,3.2,74.8,49.4,48.8,16.4,59.2,24.4,0.8,8.4,3.7,0.5,1.4,0.1,0.5,2.1,5.1,1.4,3.1,1.1,1.2,-,.,,
MARCOS JUAREZ, CRUZ ALTA,"2,551",12.3,4.0,0.2,1.1,"7,200",780.1,63.1,71.6,66.9,41.3,3.4,70.9,49.3,49.9,16.0,58.8,25.1,0.6,8.0,2.7,0.5,1.6,0.2,0.5,2.5,4.4,1.5,3.6,1.4,1.2,-,.,,
MARCOS JUAREZ, GENERAL BALDISSERA,810,13.0,17.2,0.4,1.4,"2,397",577.1,62.1,69.4,69.4,37.6,3.0,76.0,46.9,40.7,15.2,57.2,27.7,0.8,10.1,4.8,0.8,2.0,0.1,0.3,2.0,6.2,1.8,3.4,1.0,1.1,-,.,,
MARCOS JUAREZ, GENERAL ROCA,952,14.0,10.4,0.2,1.3,"2,785",886.4,62.2,71.8,74.3,41.0,3.0,74.5,47.8,42.6,16.7,57.5,25.9,0.5,8.5,2.6,0.7,2.3,0.2,0.7,2.1,4.0,1.5,3.8,1.0,1.2,-,.,,
MARCOS JUAREZ, GUATIMOZIN,876,13.6,18.8,0.6,1.4,"2,475",548.0,63.5,65.9,67.5,35.9,1.9,76.3,48.8,41.9,16.6,58.9,24.5,0.7,8.8,3.1,0.4,2.0,0.2,0.4,2.8,5.0,1.3,4.4,1.2,1.1,-,.,,
MARCOS JUAREZ, INRIVILLE,"1,340",13.9,18.1,0.5,0.8,"3,722",991.9,64.8,68.1,68.2,43.8,2.7,76.5,50.5,47.4,18.6,60.5,20.9,0.8,8.7,3.1,0.6,2.2,0.2,0.4,2.2,4.6,1.6,3.9,1.0,0.9,-,.,,
MARCOS JUAREZ, ISLA VERDE,"1,509",11.2,34.3,0.9,1.9,"4,390",488.6,62.9,67.3,70.9,46.1,3.5,64.4,47.2,39.9,14.2,58.0,27.8,0.4,7.4,2.3,0.5,1.8,0.3,0.6,1.8,3.4,0.8,3.4,1.3,1.2,-,.,,
MARCOS JUAREZ, LEONES,"3,579",12.4,3.5,0.1,1.5,"10,529",929.6,62.7,69.8,88.3,48.7,3.7,72.2,47.4,45.0,15.9,57.6,26.5,0.7,9.3,3.6,0.7,1.7,0.2,0.7,2.5,5.1,1.6,3.5,1.2,1.3,-,.,,
MARCOS JUAREZ, LOS SURGENTES,989,15.1,132.9,8.9,0.9,"2,795",598.7,63.8,69.2,68.8,43.1,2.4,77.0,48.7,49.7,17.1,58.9,24.1,0.7,7.4,2.0,0.6,1.8,0.0,0.5,2.5,3.5,1.5,3.7,1.2,1.2,-,.,,
MARCOS JUAREZ, MARCOS JUAREZ,"8,876",9.2,3.2,0.2,1.8,"27,071",632.0,64.0,73.4,84.7,41.0,3.5,74.8,48.7,50.6,12.8,59.2,28.0,0.9,8.8,3.7,0.7,1.5,0.2,0.4,2.2,5.3,1.7,3.2,1.1,1.0,-,.,,
MARCOS JUAREZ, MONTE BUEY,"2,061",9.6,1.7,0.0,1.6,"6,285",891.6,63.3,72.8,72.3,38.2,3.5,79.6,48.5,47.1,13.9,58.4,27.7,1.2,7.8,3.0,0.5,1.6,0.1,0.5,2.1,4.2,1.2,3.4,1.0,1.1,-,.,,
MARCOS JUAREZ, SAIRA,284,13.4,3.2,0.0,0.7,812,473.7,60.1,60.5,72.9,48.8,2.6,72.5,46.1,45.7,22.4,55.3,22.3,0.9,8.7,3.1,1.1,2.0,0.1,0.1,2.3,4.9,1.8,3.8,1.5,0.4,-,.,,
MARCOS JUAREZ, COLONIA BARGE,65,10.8,9.2,1.5,6.2,175,102.1,60.6,68.9,65.8,31.3,5.2,37.7,52.0,9.9,13.7,57.1,29.1,0.6,16.6,9.7,1.7,2.3,0.0,0.6,2.3,11.4,3.4,2.9,0.6,1.1,-,.,,
MARCOS JUAREZ, SALADILLO,65,13.8,0.0,0.0,0.0,186,77.2,62.4,58.6,83.8,45.6,5.6,55.4,46.2,14.0,14.5,54.8,30.6,3.2,11.8,3.2,0.5,1.1,0.5,2.2,4.3,5.9,1.6,4.3,2.7,4.3,-,.,,
MARCOS JUAREZ, VILLA ELISA,8,12.5,362.5,50.0,0.0,26,168.4,50.0,76.9,90.0,55.6,0.0,50.0,42.3,18.2,11.5,50.0,38.5,0.0,15.4,11.5,0.0,0.0,0.0,0.0,3.8,15.4,3.8,3.8,3.8,3.8,-,.,,
MINAS, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,203,12.8,49.8,1.0,5.4,603,-,55.7,44.9,75.5,50.0,7.9,41.6,43.6,11.0,16.6,50.7,32.7,0.3,24.0,7.8,1.3,4.1,0.2,1.3,9.3,15.8,6.5,10.3,3.2,4.6,-,.,,
MINAS, SAN CARLOS MINAS,535,7.3,7.1,0.7,3.6,"1,713",62.5,62.3,55.9,79.5,31.4,6.6,59.5,45.3,42.8,10.9,56.1,33.0,0.0,15.8,6.7,0.6,2.2,0.3,0.8,5.3,10.7,3.3,5.8,1.9,1.9,-,.,,
MINAS, CIENAGA DEL CORO,241,13.7,7.9,1.2,3.3,718,2.7,57.8,38.8,67.7,43.1,3.0,44.6,44.7,22.4,16.0,51.4,32.6,0.0,25.5,7.0,1.3,3.6,0.4,0.7,12.5,16.2,7.0,13.9,5.0,4.3,-,.,,
MINAS, EL CHACHO,106,7.5,18.9,1.9,14.2,401,6.8,52.9,32.5,97.1,55.2,4.2,37.2,37.2,10.7,12.2,46.1,41.6,0.2,20.2,8.5,1.2,2.2,0.2,1.2,6.7,13.7,4.7,6.5,2.2,2.5,-,.,,
MINAS, ESTANCIA DE GUADALUPE,167,10.2,8.4,0.0,4.2,522,2.4,61.9,41.2,80.5,70.1,7.6,34.5,47.3,10.9,14.4,54.8,30.8,0.0,18.2,6.9,0.8,1.7,0.4,0.2,8.2,13.8,3.8,8.2,4.4,2.5,-,.,,
MINAS, GUASAPAMPA,81,9.9,16.0,0.0,4.9,241,1.7,62.2,37.3,78.6,59.1,1.8,37.8,45.2,14.7,14.5,54.8,30.7,0.0,17.0,3.7,1.2,2.9,0.0,0.4,8.7,11.2,6.2,9.1,3.3,2.9,-,.,,
MINAS, LA PLAYA,65,6.2,12.3,0.0,13.8,220,2.7,62.3,50.4,88.4,49.2,8.0,47.3,43.2,21.1,8.2,52.3,39.5,0.5,21.8,9.1,0.5,2.3,0.5,0.9,8.6,15.5,2.3,7.7,4.5,4.1,-,.,,
MINAS, TALAINI,41,12.2,26.8,2.4,2.4,123,0.4,59.3,35.6,80.8,52.4,16.1,23.6,43.1,32.1,12.2,52.8,35.0,0.0,14.6,3.3,1.6,0.0,0.0,0.0,9.8,9.8,4.9,6.5,1.6,2.4,-,.,,
MINAS, TOSNO,56,14.3,171.4,14.3,7.1,186,1.5,57.0,39.6,54.8,56.5,12.5,37.6,42.5,7.6,15.6,52.2,32.3,0.5,19.9,9.1,0.5,1.6,0.0,0.0,8.6,15.1,2.2,9.1,2.7,1.6,-,.,,
POCHO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,540,9.4,20.7,1.1,7.2,"1,852",-,57.4,41.0,70.2,64.1,11.7,30.3,43.1,9.6,14.6,52.6,32.8,0.1,21.0,7.7,1.2,3.0,0.3,1.0,7.7,14.1,4.6,8.4,3.8,3.5,-,.,,
POCHO, SALSACATE,565,9.2,5.1,0.4,3.4,"1,728",5.6,60.0,60.4,73.3,46.2,7.3,54.5,46.2,41.2,14.8,53.9,31.3,0.2,17.3,6.3,1.4,2.1,0.6,0.8,6.0,10.8,3.5,7.1,3.1,2.1,-,.,,
POCHO, CHANCANI,134,10.4,6.0,0.0,4.5,463,43.1,59.8,42.6,73.7,40.2,9.2,43.6,42.3,18.9,9.1,54.0,36.9,0.2,17.3,8.6,0.9,1.3,0.2,2.2,4.1,11.7,2.8,3.9,2.2,4.1,-,.,,
POCHO, LAS PALMAS,39,12.8,23.1,0.0,0.0,123,16.9,66.7,39.0,87.5,50.0,3.0,49.6,52.0,25.0,15.4,64.2,20.3,0.8,14.6,6.5,0.0,4.1,0.8,1.6,1.6,8.1,0.8,4.9,0.8,2.4,-,.,,
POCHO, LOS TALARES,56,3.6,23.2,5.4,1.8,157,8.3,66.9,45.7,64.6,51.6,4.0,36.3,40.1,12.7,11.5,56.1,32.5,0.0,26.8,15.9,1.9,0.0,0.0,0.0,8.9,24.2,6.4,7.0,0.6,1.3,-,.,,
POCHO, SAN GERONIMO,126,0.0,7.9,2.4,27.0,602,62.5,65.0,44.8,72.6,81.9,10.7,13.6,48.0,31.1,10.5,60.5,29.1,0.3,16.6,6.6,1.3,1.8,0.5,0.8,5.5,11.1,4.5,5.5,2.7,2.5,-,.,,
POCHO, TALA CAÑADA,81,14.8,14.8,0.0,6.2,254,3.0,55.1,60.0,92.9,52.6,5.6,37.0,37.8,17.7,15.4,50.8,33.9,0.8,20.9,6.7,1.6,2.4,0.4,0.8,9.1,13.8,5.9,9.8,2.4,2.4,-,.,,
POCHO, VILLA DE POCHO,70,8.6,72.9,58.6,4.3,201,24.1,60.7,51.6,74.6,57.4,19.2,40.8,43.8,20.5,17.9,55.2,26.9,0.0,24.4,8.0,1.0,3.0,0.0,1.0,11.4,16.4,5.5,12.4,3.0,4.0,-,.,,
PTE.R.S. PEÑA, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,926,3.6,29.8,0.5,1.2,"2,775",-,66.2,70.8,84.1,35.8,1.3,72.1,52.8,19.7,6.3,62.4,31.3,1.0,5.9,3.1,0.4,0.8,0.2,0.5,0.9,3.6,0.7,1.4,0.6,0.8,-,.,,
