Provincia de Córdoba según Municipios/Comunas. Indicadores seleccionados. Año 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Departamento,Municipio o Comuna,Hogares,contexto22,contexto14,contexto16,contexto17,Población total,contexto01,% Población 15 a 64 años,% Población 15 a 64 años ocupada,Población 15 a 64 años ocupada que es asalariada,% Población 15 a 64 años asalariada sin descuento jubilatorio,contexto08,contexto06,% Población de 25 a 64 años,contexto10,contexto11,% Población de 18 a 64 años,contexto12,contexto15,contexto13,% Población con dificultad o limitación visual,% Población con dificultad o limitación auditiva,% Población con dificultad o limitación motora inferior,% Población con dificultad o limitación motora superior,% Población con dificultad o limitación cognitiva,% Población con dos o más dificultades o limitaciones,% Población según tipo de dificultad o limitación para ver,% Población con al menos una dificultad o limitación para oír,% Población con al menos una dificultad o limitación para caminar o subir,% Población con al menos una dificultad o limitación para agarrar objetos,% Población con al menos una dificultad o limitación para entender y/o aprender,% Población en asentamientos informales,contexto21,,
RIO PRIMERO, PLAZA DE MERCEDES,23,4.3,8.7,0.0,0.0,67,172.6,67.2,62.2,75.0,38.1,3.4,56.7,50.7,14.7,9.0,65.7,25.4,0.0,20.9,11.9,1.5,0.0,1.5,1.5,4.5,16.4,3.0,3.0,1.5,4.5,-,.,,
RIO PRIMERO, SAGRADA FAMILIA,48,8.3,18.8,0.0,2.1,151,867.0,60.9,59.8,72.7,40.0,1.8,63.6,42.4,28.1,17.2,56.3,26.5,0.0,25.8,10.6,0.0,5.3,0.0,1.3,8.6,18.5,4.6,10.6,0.7,3.3,-,.,,
RIO SECO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,816,8.2,14.8,2.3,6.0,"2,591",-,59.7,44.8,73.0,50.3,2.7,34.5,46.5,6.6,13.4,54.7,31.8,0.0,21.2,6.4,1.3,2.9,0.5,1.0,9.1,14.2,4.8,9.6,4.3,3.4,-,.,,
RIO SECO, SEBASTIAN ELCANO,684,7.3,23.4,1.2,7.6,"2,481",709.7,61.1,55.8,75.7,52.1,6.6,37.6,42.4,29.1,7.4,53.4,39.2,0.0,12.6,4.8,0.5,1.5,0.2,0.7,5.0,8.9,3.2,5.1,1.9,1.6,-,.,,
RIO SECO, VILLA DE MARIA,"1,382",5.1,21.5,0.5,7.9,"4,911",130.8,60.8,64.4,73.6,42.9,4.0,53.8,43.6,38.8,7.4,53.8,38.8,0.1,11.6,4.6,0.8,1.3,0.3,0.7,3.9,7.8,2.6,4.2,1.8,1.7,-,.,,
RIO SECO, CERRO COLORADO,91,9.9,8.8,3.3,3.3,285,8.0,64.2,61.7,55.8,55.6,2.6,48.4,51.2,36.3,14.7,60.7,24.6,0.0,25.3,10.5,0.7,3.2,0.7,0.4,9.8,17.9,4.2,11.6,4.2,1.8,-,.,,
RIO SECO, CHAÑAR VIEJO,51,2.0,21.6,2.0,7.8,186,29.5,58.6,54.1,76.3,48.9,4.8,52.2,44.6,22.9,10.8,53.8,35.5,1.1,12.4,4.3,0.5,3.2,0.0,0.5,3.8,7.5,2.2,6.5,2.2,1.1,-,.,,
RIO SECO, EUFRACIO LOZA,59,10.2,11.9,5.1,3.4,166,141.4,62.0,53.4,87.3,37.5,6.8,61.4,53.6,5.6,10.8,59.6,29.5,0.0,19.3,8.4,1.2,2.4,0.6,3.6,3.0,11.4,2.4,4.8,0.6,4.2,-,.,,
RIO SECO, GUTEMBERG,177,5.6,26.6,0.6,14.7,691,228.4,55.3,47.4,86.2,59.6,6.7,27.2,36.9,11.0,7.1,48.0,44.9,0.0,30.2,8.0,0.3,2.3,1.4,0.4,17.8,15.5,3.6,7.8,14.8,13.5,-,.,,
RIO SECO, LA RINCONADA,61,8.2,32.8,0.0,11.5,217,263.1,59.9,31.5,65.9,25.9,4.7,19.8,40.6,9.1,6.0,52.1,41.9,0.0,14.7,7.4,0.0,1.8,0.0,0.5,5.1,11.1,3.2,5.5,1.8,2.3,-,.,,
RIO SECO, LOS HOYOS,92,8.7,15.2,0.0,9.8,279,20.1,59.1,40.6,71.6,54.2,4.3,38.4,44.8,12.8,15.1,52.0,33.0,0.0,24.7,11.8,0.7,1.4,0.4,0.7,9.7,20.1,5.4,8.6,3.6,1.8,-,.,,
RIO SECO, PUESTO DE CASTRO,47,6.4,21.3,0.0,17.0,172,121.0,51.7,55.1,79.6,56.4,3.9,16.3,39.5,7.4,6.4,46.5,47.1,0.0,16.3,5.8,1.7,0.6,0.6,0.0,7.6,12.8,5.2,6.4,4.1,1.7,-,.,,
RIO SECO, RAYO CORTADO,212,6.6,18.9,1.9,4.2,691,93.4,60.6,63.5,72.9,49.5,5.7,44.6,44.1,21.3,8.1,55.0,36.9,0.7,19.0,7.5,0.4,2.7,1.2,0.7,6.4,12.6,3.0,7.4,3.2,1.4,-,.,,
RIO SECO, SANTA ELENA,87,5.7,17.2,1.1,5.7,296,76.9,61.1,64.6,74.4,43.7,14.0,41.2,46.6,21.7,12.5,56.8,30.7,0.7,17.9,7.1,1.0,4.7,0.3,0.0,4.7,11.5,3.0,7.8,3.4,1.4,-,.,,
RIO SECO, VILLA CANDELARIA NORTE,87,5.7,24.1,3.4,5.7,276,213.7,61.6,48.2,89.0,32.9,9.9,50.0,47.5,21.4,7.6,58.0,34.4,0.0,20.7,12.7,0.7,2.5,0.0,0.4,4.3,15.6,3.6,5.1,2.2,2.5,-,.,,
RIO SEGUNDO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"1,276",3.9,6.3,1.6,2.7,"4,382",-,65.5,68.7,71.6,56.2,1.6,51.5,47.7,18.3,7.2,59.5,33.4,1.5,9.0,3.9,0.8,1.0,0.3,0.8,2.2,5.4,1.6,2.5,1.1,1.6,-,.,,
RIO SEGUNDO, CALCHIN,769,9.8,13.7,0.5,1.3,"2,447",1127.6,63.1,74.2,71.2,40.3,1.7,72.4,47.4,42.5,13.9,58.2,27.9,0.3,10.6,4.9,0.4,2.0,0.1,0.4,2.9,6.5,1.6,4.3,1.3,1.6,-,.,,
RIO SEGUNDO, CALCHIN OESTE,240,5.8,7.9,0.8,1.7,765,792.9,65.2,70.7,67.4,33.6,5.4,72.3,49.5,31.1,11.1,59.6,29.3,0.0,9.7,3.8,0.8,1.3,0.1,0.5,3.1,6.1,2.4,3.5,0.9,1.4,-,.,,
RIO SEGUNDO, CAPILLA DEL CARMEN,102,6.9,11.8,0.0,9.8,342,590.3,57.9,70.7,75.0,23.8,1.4,62.6,43.0,19.0,8.5,54.1,37.4,0.3,9.4,5.6,0.3,0.6,0.3,1.2,1.5,6.7,0.9,1.5,1.2,1.2,-,.,,
RIO SEGUNDO, CARRILOBO,603,13.1,11.6,0.5,1.3,"1,772",875.3,61.1,68.0,68.1,43.1,4.0,66.8,47.2,39.4,16.1,56.7,27.1,0.1,9.3,3.5,0.8,1.3,0.1,0.8,2.7,5.5,2.2,3.3,1.1,2.0,-,.,,
RIO SEGUNDO, COLAZO,532,11.7,12.4,0.4,1.7,"1,634",800.7,63.5,71.5,74.2,35.1,2.9,72.8,43.8,29.9,13.0,56.7,30.3,0.2,12.5,5.9,0.7,1.5,0.4,0.7,3.3,8.5,2.0,4.1,1.2,1.7,-,.,,
RIO SEGUNDO, COSTASACATE,456,9.2,13.4,1.3,3.1,"1,485",1028.5,64.0,57.5,79.1,40.7,7.1,60.0,46.9,31.0,10.5,57.9,31.6,0.3,12.5,4.4,0.6,2.2,0.7,0.3,4.3,7.6,2.0,5.7,3.1,1.7,-,.,,
RIO SEGUNDO, LAGUNA LARGA,"2,380",10.4,13.3,0.3,1.2,"7,487",509.1,65.0,67.9,70.8,44.5,4.3,68.4,49.3,38.6,13.0,60.3,26.7,0.3,12.6,5.2,0.6,2.1,0.2,0.5,4.1,8.1,2.1,5.4,2.1,1.5,-,.,,
RIO SEGUNDO, LAS JUNTURAS,544,9.0,14.7,0.4,2.0,"1,748",1051.7,63.4,68.9,68.5,37.9,2.4,71.1,45.8,32.1,12.7,58.0,29.3,0.1,12.6,5.8,0.8,1.6,0.2,0.3,3.8,9.0,2.7,4.4,1.4,1.5,-,.,,
RIO SEGUNDO, LUQUE,"1,944",9.3,13.0,0.2,1.7,"6,281",1018.9,64.4,72.3,74.7,29.7,2.8,79.3,47.3,37.5,11.1,58.9,30.0,0.1,8.8,3.8,0.5,1.2,0.4,0.7,2.2,5.3,1.3,2.9,1.4,1.4,-,.,,
RIO SEGUNDO, MANFREDI,318,6.3,15.7,0.3,1.6,964,539.9,67.6,67.5,80.2,34.3,6.0,67.5,51.1,30.4,8.3,63.3,28.4,0.1,16.4,7.7,0.8,2.2,0.4,0.3,5.0,11.5,2.1,6.3,2.3,1.5,-,.,,
RIO SEGUNDO, MATORRALES,320,12.5,10.6,0.6,1.9,981,712.4,64.5,68.7,68.5,38.9,1.8,71.5,48.1,33.7,15.1,59.9,25.0,0.1,15.0,5.7,0.4,3.3,0.6,0.3,4.7,9.1,2.7,6.7,3.0,1.4,-,.,,
RIO SEGUNDO, ONCATIVO,"4,438",10.2,15.7,0.5,1.1,"13,295",684.8,65.5,70.9,70.2,40.5,3.2,73.6,50.3,49.0,14.4,60.9,24.7,0.5,11.3,4.6,0.7,1.8,0.3,0.5,3.5,7.1,2.1,4.5,1.7,1.4,-,.,,
RIO SEGUNDO, PILAR,"4,383",6.5,16.5,0.5,3.2,"14,809",535.1,63.3,64.9,73.1,37.9,5.7,64.1,47.3,42.0,9.9,58.1,32.0,0.8,9.5,3.9,0.6,1.5,0.3,0.4,2.9,5.9,1.7,3.6,1.4,1.1,-,.,,
RIO SEGUNDO, POZO DEL MOLLE,"1,896",11.2,13.7,0.4,1.7,"5,718",1559.0,63.6,70.0,69.7,41.7,3.6,70.7,47.6,42.1,13.3,58.5,28.1,0.1,11.0,4.1,0.7,1.8,0.2,0.7,3.4,6.7,2.0,4.5,1.5,1.7,-,.,,
RIO SEGUNDO, RIO SEGUNDO,"5,974",7.2,17.3,0.4,2.9,"20,427",578.7,63.4,62.3,74.8,31.7,7.0,66.7,46.4,40.4,10.4,57.8,31.8,0.6,13.0,5.3,0.8,1.8,0.3,0.6,4.2,8.5,2.6,4.9,2.1,1.7,-,.,,
RIO SEGUNDO, SANTIAGO TEMPLE,863,9.8,15.3,0.3,4.4,"2,787",1299.0,61.6,67.8,70.9,42.3,5.4,62.6,45.8,33.4,11.5,56.6,31.9,0.3,9.0,2.8,0.4,1.9,0.2,0.5,3.3,5.0,1.4,4.6,2.0,2.0,-,.,,
RIO SEGUNDO, VILLA DEL ROSARIO,"4,755",8.5,15.4,0.6,2.3,"15,394",1077.9,63.9,68.5,73.8,35.3,4.5,69.3,46.7,39.8,11.6,58.5,29.9,0.5,10.1,4.2,0.6,1.5,0.3,0.6,2.9,6.3,1.7,3.7,1.4,1.4,-,.,,
RIO SEGUNDO, COLONIA VIDELA,19,5.3,21.1,0.0,15.8,78,75.3,53.8,59.5,76.0,57.9,16.7,35.9,37.2,24.1,2.6,48.7,48.7,0.0,15.4,2.6,0.0,0.0,0.0,2.6,10.3,9.0,3.8,7.7,5.1,5.1,-,.,,
RIO SEGUNDO, IMPIRA,57,14.0,14.0,0.0,1.8,163,337.4,63.8,48.1,80.0,47.5,19.4,34.4,47.2,5.2,16.0,59.5,24.5,0.0,22.7,10.4,0.6,2.5,0.6,0.0,8.6,17.2,3.1,9.2,5.5,0.6,-,.,,
RIO SEGUNDO, LOS CHAÑARITOS,66,3.0,9.1,0.0,0.0,219,203.9,69.9,68.0,68.3,46.5,6.3,59.4,47.5,28.8,8.7,64.8,26.5,0.5,8.2,3.7,0.5,2.7,0.0,0.9,0.5,4.1,0.9,3.2,0.0,0.9,-,.,,
RIO SEGUNDO, RINCON,155,13.5,13.5,0.6,3.9,540,183.6,62.0,60.9,82.8,37.9,4.7,58.1,43.5,14.5,7.8,57.2,35.0,0.4,10.6,5.2,0.2,1.7,0.4,0.7,2.4,6.7,1.5,3.5,1.1,1.3,-,.,,
SAN ALBERTO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,670,9.0,15.7,1.9,6.7,"2,304",-,61.5,41.6,81.7,58.4,8.1,33.2,44.3,12.1,12.8,55.0,32.2,0.7,15.4,5.3,1.2,2.3,0.2,0.7,5.8,9.6,4.4,6.7,2.7,2.7,-,.,,
SAN ALBERTO, MINA CLAVERO,"2,839",6.9,19.1,1.0,4.9,"9,434",35.9,62.7,62.6,68.1,49.3,6.3,54.2,46.3,50.9,11.4,56.6,32.0,1.2,10.4,4.3,0.6,1.6,0.2,0.6,3.1,6.6,1.8,3.8,1.3,1.6,-,.,,
SAN ALBERTO, NONO,697,8.2,16.2,1.3,3.2,"2,408",9.4,61.6,54.7,66.6,51.1,8.9,49.8,45.6,45.2,13.2,55.4,31.4,1.3,13.9,4.7,0.8,1.7,0.2,0.8,5.7,8.9,3.3,5.8,2.8,2.5,-,.,,
SAN ALBERTO, SAN PEDRO,"1,170",2.9,21.2,0.1,9.7,"4,624",208.3,63.8,58.5,81.2,54.1,8.4,41.1,45.0,23.7,6.3,57.7,35.9,0.4,8.9,3.3,0.4,1.5,0.2,0.9,2.5,5.1,1.5,3.4,1.1,1.7,-,.,,
SAN ALBERTO, VILLA CURA BROCHERO,"1,758",6.8,17.0,0.5,5.8,"6,351",1904.1,62.1,58.7,71.2,52.2,5.5,50.8,45.4,44.1,10.1,56.4,33.5,0.7,10.8,3.9,0.6,1.6,0.3,0.9,3.5,6.6,1.9,4.5,1.6,1.9,-,.,,
SAN ALBERTO, VILLA SARMIENTO (S. A.),"1,414",3.9,21.3,0.1,7.5,"5,264",699.8,63.4,60.0,74.6,52.3,6.5,47.1,46.4,34.2,7.3,57.6,35.0,0.2,12.3,5.1,0.6,1.6,0.4,0.8,3.9,8.0,2.3,4.4,2.1,1.6,-,.,,
SAN ALBERTO, AMBUL,233,11.6,18.0,0.9,5.2,732,6.4,58.5,53.0,77.1,59.4,3.8,42.5,40.0,24.9,16.9,50.7,32.4,0.1,17.8,5.5,0.4,1.9,1.4,1.1,7.5,10.5,4.1,8.2,5.6,4.8,-,.,,
SAN ALBERTO, ARROYO LOS PATOS,166,4.8,13.9,0.0,3.6,634,49.4,62.9,58.1,69.8,63.6,8.3,45.4,48.7,37.9,9.1,57.7,33.1,1.3,14.4,7.6,0.0,0.6,0.0,1.9,4.3,10.6,1.4,3.9,1.4,3.5,-,.,,
SAN ALBERTO, LAS CALLES,173,6.4,15.0,0.6,5.2,700,15.3,58.6,53.7,64.5,62.7,6.8,40.0,42.7,40.5,10.9,52.6,36.6,2.0,12.7,6.4,0.3,1.9,0.1,1.1,2.9,9.1,1.4,3.9,1.3,2.1,-,.,,
SAN ALBERTO, LAS RABONAS,215,6.0,14.9,0.5,6.0,703,23.3,63.2,59.9,70.3,61.5,5.7,32.9,47.1,37.8,11.7,58.0,30.3,1.4,17.6,8.0,1.6,1.4,0.3,0.3,6.1,12.5,4.6,6.0,3.1,2.1,-,.,,
SAN ALBERTO, PANAHOLMA,64,10.9,10.9,3.1,6.3,273,5.8,60.8,39.8,84.8,64.3,15.4,39.9,47.6,31.5,11.0,54.9,34.1,1.8,6.2,2.2,0.0,0.4,0.0,0.7,2.9,4.4,0.7,2.9,2.2,1.8,-,.,,
SAN ALBERTO, SAN LORENZO,256,9.0,13.7,0.8,5.9,"1,045",20.7,60.5,53.8,78.8,51.5,5.6,41.1,44.8,37.6,9.1,54.8,36.1,1.2,6.6,1.6,0.6,1.0,0.4,1.3,1.7,2.7,1.1,2.2,1.4,2.6,-,.,,
SAN ALBERTO, SAN VICENTE,475,4.4,16.4,0.2,12.4,"1,783",17.2,60.9,48.7,83.5,58.3,6.0,37.0,42.8,5.5,8.0,54.1,37.9,1.0,14.1,5.9,0.7,2.0,0.2,0.6,4.8,9.8,2.8,5.6,2.0,2.3,-,.,,
SAN ALBERTO, SAUCE ARRIBA,190,2.6,15.8,1.6,11.6,749,53.3,59.9,47.2,77.8,74.5,16.5,20.7,42.5,11.9,7.7,52.7,39.5,0.7,4.1,0.8,0.3,1.1,0.1,0.1,1.7,2.1,0.8,2.0,0.9,0.4,-,.,,
SAN JAVIER, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,420,5.5,13.8,1.0,6.0,"1,447",-,62.1,53.1,66.9,64.6,5.2,34.3,47.1,29.1,10.6,57.2,32.3,1.2,15.8,6.2,0.6,1.9,0.6,1.1,5.4,10.3,3.1,5.9,2.8,2.2,-,.,,
SAN JAVIER, LA PAZ,"1,091",8.8,16.8,1.2,7.1,"3,580",17.3,59.9,62.7,63.6,63.4,6.0,41.1,44.1,36.5,12.5,54.7,32.8,2.8,14.3,5.6,0.6,1.9,0.3,0.6,5.4,9.9,2.8,6.1,2.4,2.3,-,.,,
SAN JAVIER, SAN JAVIER Y YACANTO,526,8.7,19.4,0.6,4.4,"1,825",28.9,61.9,61.5,65.3,61.2,6.1,43.1,45.8,41.0,10.6,55.7,33.7,1.0,11.9,4.9,1.1,1.3,0.1,0.6,3.9,7.8,2.8,4.3,1.3,1.6,-,.,,
SAN JAVIER, SAN JOSE,708,4.9,22.0,0.6,7.6,"2,591",28.1,63.7,51.8,82.9,64.3,12.0,32.5,45.0,16.9,7.8,57.0,35.2,0.5,19.7,8.2,1.1,2.7,0.2,1.1,6.3,13.4,3.2,7.6,2.9,2.8,-,.,,
SAN JAVIER, VILLA DE LAS ROSAS,"1,325",8.3,16.8,0.7,3.8,"4,116",43.5,62.5,64.4,65.6,53.8,5.2,49.4,48.0,50.6,13.5,57.4,29.1,2.2,15.2,5.8,1.0,2.1,0.3,0.9,5.1,9.7,3.0,6.1,2.5,2.0,-,.,,
SAN JAVIER, VILLA DOLORES,"9,495",7.2,19.9,0.7,3.9,"31,853",284.3,63.6,63.3,72.0,46.8,6.0,55.5,47.5,46.7,11.2,58.2,30.6,1.2,13.6,5.8,0.6,1.8,0.3,0.8,4.3,9.0,2.4,5.2,2.3,2.1,-,.,,
SAN JAVIER, CONLARA,126,7.9,20.6,1.6,14.3,508,9.5,55.7,49.1,79.1,50.0,14.7,29.5,38.6,10.2,8.7,49.8,41.5,0.6,14.0,6.1,0.8,1.4,0.4,1.6,3.7,8.3,3.0,4.1,1.6,3.5,-,.,,
SAN JAVIER, LA POBLACION,132,9.8,9.8,0.8,15.2,535,9.6,62.8,38.4,78.3,64.4,30.3,32.7,45.0,23.2,9.9,55.3,34.8,3.4,16.1,6.0,0.2,0.9,0.0,3.6,5.4,10.1,2.6,4.5,1.7,6.0,-,.,,
SAN JAVIER, LAS TAPIAS,566,5.5,17.1,0.7,9.7,"1,936",44.7,64.9,63.6,79.5,75.4,4.9,34.2,45.1,26.5,7.7,58.3,34.0,1.4,14.0,6.3,0.6,1.4,0.4,0.8,4.6,10.2,2.4,4.6,2.3,2.3,-,.,,
SAN JAVIER, LOS CERRILLOS,589,4.6,21.4,0.3,9.7,"2,306",26.5,59.1,58.8,85.9,64.7,6.0,23.7,39.5,8.1,5.5,52.4,42.2,0.5,12.4,4.1,0.7,1.7,0.3,1.3,4.3,7.6,2.2,5.2,1.5,2.8,-,.,,
SAN JAVIER, LOS HORNILLOS,413,9.0,14.3,1.9,2.4,"1,228",116.3,62.0,63.5,60.5,58.2,7.6,45.8,48.4,49.7,12.8,57.3,29.9,2.3,14.8,7.2,1.1,1.7,0.2,0.2,4.4,10.4,3.1,5.0,2.2,1.5,-,.,,
SAN JAVIER, LUYABA,464,7.1,17.9,0.9,9.1,"1,595",8.1,60.2,48.8,69.0,74.9,10.0,32.8,43.6,25.0,10.5,55.1,34.4,1.5,17.4,7.2,1.0,1.8,0.3,1.0,6.1,12.5,3.4,6.1,2.2,2.3,-,.,,
SAN JUSTO, ZONA RURAL NO COMPRENDIDA EN MUNICIPIOS O COMUNAS,"3,947",2.1,5.8,1.7,3.8,"15,248",-,64.1,75.8,84.8,67.0,1.2,49.8,45.4,14.5,4.2,58.5,37.3,0.3,6.0,3.0,0.2,0.7,0.5,0.6,1.1,3.7,0.6,1.4,0.9,1.0,-,.,,
SAN JUSTO, ALICIA,"1,131",14.9,11.9,0.5,2.6,"3,318",754.0,59.4,71.5,69.4,45.4,2.6,68.0,45.3,39.3,17.4,54.2,28.4,0.2,9.8,4.1,0.7,1.7,0.2,0.6,2.5,5.8,1.6,3.7,1.2,1.3,-,.,,
SAN JUSTO, ALTOS DE CHIPION,602,13.3,10.8,0.5,1.3,"1,793",257.1,60.3,75.2,75.6,45.7,1.3,70.3,44.8,36.5,14.5,54.2,31.3,0.1,12.7,6.7,0.6,1.2,0.1,0.5,3.7,9.5,2.1,3.7,1.7,1.7,-,.,,
SAN JUSTO, ARROYITO,"7,166",6.8,15.4,0.5,2.5,"22,726",1095.6,65.3,71.3,75.0,33.0,4.1,72.2,48.9,42.5,9.3,60.1,30.7,0.4,10.6,4.3,0.5,1.6,0.3,0.8,3.1,6.5,1.5,4.0,1.7,1.8,-,.,,
SAN JUSTO, BALNEARIA,"2,017",12.0,16.1,0.5,2.3,"6,171",871.4,61.4,68.5,71.1,44.7,4.4,65.2,45.9,42.9,13.4,56.5,30.1,0.2,11.7,4.5,0.8,1.9,0.2,0.8,3.4,7.0,2.2,4.4,1.5,1.7,-,.,,
SAN JUSTO, BRINKMANN,"3,042",7.8,14.7,0.6,3.6,"9,963",584.9,62.0,71.6,76.6,43.6,4.2,75.9,45.7,37.9,10.7,56.8,32.5,0.3,8.3,3.3,0.7,1.4,0.2,0.7,2.0,4.6,1.5,2.9,0.9,1.3,-,.,,
SAN JUSTO, COLONIA MARINA,401,13.0,15.5,0.2,1.0,"1,153",1075.2,61.3,65.5,73.4,49.4,2.1,72.9,47.4,35.0,16.7,56.3,27.0,0.1,10.3,3.8,1.3,1.7,0.3,0.6,2.5,5.4,2.1,3.6,1.4,1.7,-,.,,
SAN JUSTO, COLONIA PROSPERIDAD,118,7.6,14.4,0.8,1.7,377,264.7,62.9,69.6,78.8,62.3,2.4,64.7,47.5,26.8,11.7,58.9,29.4,0.3,5.3,2.1,0.5,0.5,0.3,1.3,0.5,2.4,1.1,0.8,0.3,1.3,-,.,,
SAN JUSTO, COLONIA SAN BARTOLOME,365,8.2,15.3,0.5,5.5,"1,291",1017.7,62.7,71.9,76.3,43.9,2.0,62.7,45.1,31.3,13.9,57.1,29.0,0.2,12.1,5.3,0.8,1.5,0.3,0.8,3.4,7.7,2.1,4.2,1.2,1.8,-,.,,
SAN JUSTO, COLONIA VIGNAUD,181,6.6,9.9,2.2,0.6,727,429.2,62.2,64.8,79.2,35.8,2.0,80.7,37.1,40.4,9.4,47.5,43.2,0.0,4.1,1.2,0.4,0.8,0.1,0.3,1.2,1.9,1.0,1.9,0.6,0.6,-,.,,
SAN JUSTO, DEVOTO,"2,037",12.4,13.5,0.2,1.9,"6,133",1261.9,62.9,72.6,77.5,42.1,2.3,77.4,47.0,45.2,14.5,57.4,28.1,0.5,9.7,3.5,0.6,1.8,0.1,0.8,2.9,5.3,1.6,4.2,1.5,1.6,-,.,,
SAN JUSTO, EL ARAÑADO,554,11.2,13.2,0.5,3.1,"1,776",971.9,62.6,64.8,75.1,42.7,1.2,64.5,45.4,38.0,12.9,57.9,29.2,0.1,11.9,5.1,0.5,2.2,0.2,0.8,3.2,7.5,1.8,4.3,1.2,2.0,-,.,,
SAN JUSTO, EL FORTIN,473,11.0,11.6,0.0,0.8,"1,648",1218.9,59.9,59.1,73.6,46.6,3.2,60.3,42.1,32.1,13.3,52.1,34.6,0.1,9.8,4.9,0.4,1.6,0.1,0.4,2.5,7.0,1.2,3.6,1.2,1.0,-,.,,
SAN JUSTO, EL TIO,623,10.8,15.4,0.5,2.1,"1,920",312.4,62.1,72.1,75.9,32.3,5.0,71.0,46.3,39.8,12.7,56.7,30.7,0.1,13.7,5.8,0.4,1.7,0.1,0.7,4.9,9.0,2.3,5.6,2.3,2.2,-,.,,
SAN JUSTO, FREYRE,"2,297",11.8,11.1,0.3,2.0,"6,922",408.4,63.1,68.5,77.2,35.8,4.7,76.6,48.1,40.0,14.2,58.4,27.4,0.3,9.4,3.4,0.6,1.7,0.2,0.6,2.9,5.4,1.6,3.9,1.6,1.8,-,.,,
SAN JUSTO, LA FRANCIA,"1,253",9.9,16.7,0.7,1.0,"3,804",393.9,63.5,68.5,73.5,38.6,3.6,71.5,47.6,40.9,14.9,58.4,26.7,0.3,13.1,5.3,0.7,2.5,0.2,0.8,3.6,7.8,2.3,5.0,1.6,1.9,-,.,,
SAN JUSTO, LA PAQUITA,298,9.1,16.1,0.3,2.7,964,687.6,66.2,69.4,75.8,52.7,3.5,67.6,47.0,33.3,10.4,59.5,30.1,0.2,11.6,4.7,0.7,1.0,0.1,0.8,4.3,8.1,2.0,4.3,1.6,1.7,-,.,,
SAN JUSTO, LA TORDILLA,410,11.5,13.4,0.5,3.9,"1,257",1220.1,60.5,72.3,69.6,45.4,1.1,71.1,45.6,33.9,14.7,55.8,29.4,0.1,12.0,4.5,0.6,1.6,0.2,1.0,4.1,7.3,2.1,4.6,2.0,2.5,-,.,,
SAN JUSTO, LAS VARAS,460,13.0,10.2,0.7,2.0,"1,320",913.7,61.0,74.0,75.3,42.1,2.1,70.0,45.7,33.7,15.0,56.1,28.9,0.4,6.6,2.0,0.6,1.2,0.4,0.3,2.0,3.3,1.3,2.8,1.4,0.9,-,.,,
SAN JUSTO, LAS VARILLAS,"5,548",10.3,14.8,0.4,1.9,"16,316",498.8,64.0,70.1,70.7,34.7,3.6,74.7,48.1,48.4,13.3,59.1,27.7,0.4,11.2,4.8,0.7,1.7,0.2,0.6,3.1,7.0,1.9,4.0,1.4,1.4,-,.,,
SAN JUSTO, MARULL,590,12.4,14.2,0.3,2.9,"1,799",1046.9,63.8,74.7,73.0,45.7,2.7,64.3,46.4,36.2,16.0,58.0,26.0,0.3,12.2,4.2,0.8,2.4,0.4,0.4,4.0,6.7,2.3,5.5,2.0,2.3,-,.,,
SAN JUSTO, MIRAMAR,761,15.8,15.5,0.4,1.2,"2,212",278.2,62.3,70.1,71.4,44.2,2.6,68.9,47.6,39.4,15.5,57.5,26.9,2.0,12.0,5.9,0.6,1.3,0.3,0.5,3.5,8.7,2.1,3.9,1.8,1.5,-,.,,
SAN JUSTO, MORTEROS,"5,653",10.4,14.2,0.7,2.6,"17,124",349.6,62.5,73.0,74.7,43.0,3.6,71.4,47.4,38.4,13.3,57.6,29.1,0.2,9.6,3.5,0.8,2.0,0.3,0.5,2.6,5.2,1.9,4.0,1.3,1.3,-,.,,
SAN JUSTO, PORTEÑA,"1,796",11.6,12.4,0.7,1.8,"5,439",294.8,61.1,74.0,75.1,43.1,2.0,74.7,45.5,42.3,14.8,56.2,29.0,0.2,6.8,2.1,0.6,1.8,0.1,0.5,1.6,3.3,1.3,3.1,0.8,1.0,-,.,,
SAN JUSTO, QUEBRACHO HERRADO,118,11.9,10.2,1.7,0.8,388,445.4,62.9,72.1,85.2,48.0,1.7,70.6,46.4,21.7,11.3,55.9,32.7,0.3,14.4,6.4,0.8,3.9,0.3,0.3,2.8,8.2,1.3,6.7,1.5,0.8,-,.,,
SAN JUSTO, SACANTA,"1,033",11.8,13.9,0.2,1.9,"3,134",1192.2,62.3,70.1,71.9,44.4,2.8,72.8,45.7,41.2,15.3,57.5,27.1,0.5,8.0,3.0,0.6,1.5,0.2,0.5,2.3,4.4,1.6,3.2,1.2,1.2,-,.,,
