departamento,comuna,contexto01,contexto03,contexto06,contexto08,contexto10,contexto11,contexto12,contexto13,contexto14,contexto15,contexto16,contexto17,contexto21,contexto22
San Javier, Los Hornillos,4,1,0,0,1,0,0,0,0,1,0,0,0,0
San Javier, Luyaba,4,1,0,1,0,0,0,1,0,0,0,1,0,0
San Javier, San Javier Y Yacanto,4,1,0,0,0,0,0,0,1,0,0,0,0,0
San Javier, San Jose,4,1,0,1,0,0,0,1,1,0,0,1,0,0
San Javier, Villa De Las Rosas,4,1,0,0,1,0,0,0,0,1,0,0,0,0
San Javier, Villa Dolores,4,0,0,0,0,0,0,0,1,0,0,0,0,0
San Javier, Zona Rural No Comprendida En Municipios O Comunas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Alicia,4,0,0,0,0,1,0,0,0,0,0,0,0,1
San Justo, Altos De Chipion,4,0,0,0,0,0,0,0,0,0,0,0,0,1
San Justo, Arroyito,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Balnearia,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Brinkmann,4,0,1,0,0,0,0,0,0,0,0,0,0,0
San Justo, Colonia Anita,4,0,1,0,0,0,0,0,0,0,0,0,0,0
San Justo, Colonia Iturraspe,4,1,0,0,0,1,0,0,0,0,0,0,0,0
San Justo, Colonia Las Pichanas,4,0,0,0,0,0,1,0,0,0,0,0,0,0
San Justo, Colonia Marina,0,0,0,0,0,1,0,0,0,0,0,0,0,1
San Justo, Colonia Prosperidad,4,1,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Colonia San Bartolome,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Colonia San Pedro,4,1,0,1,0,0,0,0,0,0,1,0,0,0
San Justo, Colonia Valtelina,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Colonia Vignaud,4,0,1,0,0,0,1,0,0,0,1,0,0,0
San Justo, Devoto,0,0,1,0,0,0,0,0,0,0,0,0,0,0
San Justo, El Arañado,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, El Fortin,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, El Tio,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Freyre,4,0,1,0,0,0,0,0,0,0,0,0,0,0
San Justo, La Francia,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, La Paquita,4,1,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, La Tordilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Las Varas,4,0,0,0,0,0,0,0,0,0,0,0,0,1
San Justo, Las Varillas,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Marull,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Miramar,4,0,0,0,0,0,0,0,0,1,0,0,0,1
San Justo, Morteros,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Plaza Luxardo,4,1,0,0,0,0,0,0,0,1,1,0,0,0
San Justo, Porteña,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Quebracho Herrado,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Sacanta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, San Francisco,4,0,1,0,1,0,0,0,0,0,0,0,0,0
San Justo, Saturnino Maria Laspiur,0,0,0,0,0,1,0,0,0,0,0,0,0,1
San Justo, Seeber,4,1,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Toro Pujio,4,0,0,0,0,0,0,0,0,0,1,0,0,0
San Justo, Transito,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Villa Concepcion Del Tio,4,0,0,0,0,0,0,0,0,0,0,0,0,0
San Justo, Villa San Esteban,4,0,0,0,0,0,1,0,0,0,0,0,0,0
San Justo, Zona Rural No Comprendida En Municipios O Comunas,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Alta Gracia,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Anisacate,4,0,0,0,1,0,0,0,0,1,0,0,0,0
Santa Maria, Bouwer,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Santa Maria, Despeñaderos,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Dique Chico,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Falda Del Carmen,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Santa Maria, La Paisanita,4,0,0,1,0,0,0,1,1,1,1,0,0,0
Santa Maria, La Rancherita,4,0,0,1,1,0,0,0,0,0,1,0,0,0
Santa Maria, La Serranita,4,0,0,0,1,1,0,0,0,1,1,0,0,0
Santa Maria, Los Cedros,4,0,0,1,0,0,1,0,0,0,0,0,0,0
Santa Maria, Lozada,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Malagueño,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Monte Ralo,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria, Potrero De Garay,4,1,0,0,0,0,0,0,0,1,1,0,0,0
Santa Maria, Rafael Garcia,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Santa Maria, San Clemente,4,0,0,0,0,0,0,0,0,0,1,1,0,0
Santa Maria, Toledo,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Santa Maria, Valle De Anisacate,4,0,0,1,1,0,0,0,0,0,0,0,0,0
Santa Maria, Villa Ciudad De America,4,0,0,0,0,0,0,0,0,1,1,0,0,0
Santa Maria, Villa Del Prado,4,0,0,1,0,0,1,0,0,0,0,1,0,0
Santa Maria, Villa La Bolsa,4,0,0,0,1,0,0,0,0,1,0,0,0,0
Santa Maria, Villa Los Aromos,4,0,1,0,1,0,0,0,0,1,1,0,0,0
Santa Maria, Villa Parque Santa Ana,4,0,0,1,0,0,0,0,0,0,0,1,0,0
Santa Maria, Villa San Isidro,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Santa Maria, Zona Rural No Comprendida En Municipios O Comunas,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sobremonte, Caminiaga,4,0,0,0,0,1,0,1,1,0,1,0,1,0
Sobremonte, Chuña Huasi,4,0,0,1,0,0,0,0,1,0,0,0,1,0
Sobremonte, Pozo Nuevo,4,0,0,1,0,0,0,1,0,0,1,1,1,0
Sobremonte, San Francisco Del Chañar,4,0,0,1,0,0,0,0,1,0,0,0,1,0
Sobremonte, Zona Rural No Comprendida En Municipios O Comunas,0,1,0,0,0,1,0,0,0,0,1,0,1,0
Tercero Arriba, Almafuerte,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Tercero Arriba, Colonia Almada,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Corralito,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Dalmacio Velez,4,0,0,0,0,0,0,0,0,1,0,0,0,0
Tercero Arriba, General Fotheringham,4,0,1,0,0,0,0,0,0,1,0,0,0,0
Tercero Arriba, Hernando,4,0,0,0,0,1,0,0,0,0,0,0,0,1
Tercero Arriba, James Craik,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Las Isletillas,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Las Perdices,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Los Zorros,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Oliva,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Tercero Arriba, Pampayasta Norte,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Tercero Arriba, Pampayasta Sud,4,0,0,0,0,1,0,0,0,0,0,0,0,1
Tercero Arriba, Punta Del Agua,4,0,0,1,0,0,0,0,0,0,0,0,0,1
Tercero Arriba, Rio Tercero,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Tercero Arriba, Tancacha,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tercero Arriba, Villa Ascasubi,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Tercero Arriba, Zona Rural No Comprendida En Municipios O Comunas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Totoral, Cañada De Luque,4,0,0,0,0,0,0,0,1,0,0,1,0,0
Totoral, Candelaria Sud,4,0,0,1,0,0,0,1,0,0,0,0,0,0
Totoral, Capilla Del Siton,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Totoral, La Pampa,4,0,0,1,0,0,1,0,0,0,0,1,0,0
Totoral, Las Peñas,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Totoral, Los Mistoles,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Totoral, Sarmiento,4,0,0,1,0,0,1,0,0,0,0,1,0,0
Totoral, Simbolar,4,1,0,0,0,0,0,0,0,0,0,1,0,0
Totoral, Sinsacate,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Totoral, Villa Del Totoral,4,0,0,1,0,0,0,0,0,0,0,0,0,0
Totoral, Zona Rural No Comprendida En Municipios O Comunas,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tulumba, Churqui Cañada,4,0,0,0,0,1,0,1,0,0,0,0,1,1
Tulumba, El Rodeo,4,1,0,0,0,0,0,0,0,0,0,1,1,0
Tulumba, Las Arrias,4,1,0,0,0,0,0,1,0,0,0,1,1,0
Tulumba, Lucio Victorio Mansilla,4,1,0,1,0,0,1,1,1,0,0,1,1,0
Tulumba, Rosario Del Saladillo,4,0,0,0,0,0,0,1,0,0,0,0,1,1
Tulumba, San Jose De La Dormida,4,1,0,0,0,0,0,1,1,0,0,0,1,0
Tulumba, San Jose De Las Salinas,4,0,0,0,0,0,1,0,0,0,0,1,1,0
Tulumba, San Pedro Norte,4,1,0,0,0,0,0,1,1,0,0,0,1,0
Tulumba, Villa Tulumba,4,1,0,0,0,0,0,0,1,0,0,1,1,1
Tulumba, Zona Rural No Comprendida En Municipios O Comunas,0,1,0,1,0,1,0,1,0,0,0,0,1,0
Union, Aldea Santa Maria,4,0,0,0,0,0,1,1,0,0,0,0,0,1
Union, Alto Alegre,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Union, Ana Zumaran,4,0,1,0,0,0,1,0,0,0,1,0,0,0
Union, Ballesteros,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Union, Ballesteros Sud,4,0,0,0,0,0,0,0,0,1,0,1,0,0
Union, Bell Ville,4,0,0,0,1,0,0,0,0,0,0,0,0,0
Union, Benjamin Gould,4,0,0,1,0,0,1,1,1,0,0,0,0,0
Union, Canals,4,1,0,0,0,0,0,0,1,0,0,0,0,0
Union, Chilibroste,4,0,0,0,0,0,0,0,0,0,0,1,0,0
Union, Cintra,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Union, Colonia Bismarck,4,0,0,0,0,0,1,0,0,0,0,0,0,0
Union, Colonia Bremen,4,1,0,1,0,0,1,0,1,1,1,0,0,1
Union, Idiazabal,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Union, Justiniano Posse,4,0,1,0,0,0,0,0,0,0,0,0,0,0
Union, Laborde,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Union, Monte Leña,4,0,0,1,0,0,1,0,0,1,0,1,0,0
Union, Monte Maiz,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Union, Morrison,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Union, Noetinger,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Union, Ordoñez,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Union, Pascanas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union, Pueblo Italiano,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Union, San Antonio De Litin,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Union, San Marcos Sud,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Union, Viamonte,4,0,0,1,0,0,0,1,1,0,0,0,0,1
Union, Villa Los Patos,4,0,1,0,1,1,0,1,0,0,0,0,0,1
Union, Wenceslao Escalante,0,0,1,1,1,1,0,1,1,1,0,0,0,1
Union, Zona Rural No Comprendida En Municipios O Comunas,#NUM!,1,1,1,1,1,1,1,1,1,1,1,0,1
